2019-10-27_22:36:48,0.3587367709908995,20.0
2019-10-27_22:36:58,0.3330863711668406,0.0
2019-10-27_22:37:28,0.3395226082479872,0.0
2019-10-27_22:37:58,0.33671169400184686,0.0
2019-10-27_22:38:48,0.3516628983350052,20.0
2019-10-27_22:38:58,0.34813267419610616,0.0
2019-10-27_22:39:28,0.32092278578627775,0.0
2019-10-27_22:39:58,0.33446496165509876,0.0
2019-10-27_22:40:28,0.33518995069436874,0.0
2019-10-27_22:40:58,0.3406016138442829,0.0
2019-10-27_22:41:28,0.343289309687973,0.0
2019-10-27_22:41:58,0.3286616456336424,0.0
2019-10-27_22:42:28,0.3383933026219075,0.0
2019-10-27_22:43:18,0.35560085108414574,20.0
2019-10-27_22:43:28,0.33868847033300886,0.0
2019-10-27_22:43:58,0.3283200145107492,0.0
2019-10-27_22:44:48,0.3553874811160518,20.0
2019-10-27_22:45:18,0.37085025061906896,20.0
2019-10-27_22:45:28,0.33443045890549916,0.0
2019-10-27_22:45:58,0.3404622871705647,0.0
2019-10-27_22:46:48,0.3583798126727493,20.0
2019-10-27_22:46:58,0.334257976570425,0.0
2019-10-27_22:47:48,0.3533633390558726,20.0
2019-10-27_22:48:18,0.356170118619898,20.0
2019-10-27_22:48:28,0.3451104080546634,0.0
2019-10-27_22:48:58,0.33872320478087437,0.0
2019-10-27_22:49:28,0.3439191449543819,0.0
2019-10-27_22:49:58,0.34644423861504725,0.0
2019-10-27_22:50:48,0.35198144330200654,20.0
2019-10-27_22:50:58,0.33844537596814694,0.0
2019-10-27_22:51:28,0.3492605052445561,0.0
2019-10-27_22:52:18,0.35432149187982764,20.0
2019-10-27_22:52:48,0.35341654082986684,20.0
2019-10-27_22:52:58,0.3490841671856493,0.0
2019-10-27_22:53:28,0.33456848190900024,0.0
2019-10-27_22:53:58,0.3439891645423905,0.0
2019-10-27_22:54:48,0.3552808200424784,20.0
2019-10-27_22:55:18,0.3620995299347647,20.0
2019-10-27_22:55:48,0.35884389260365657,20.0
2019-10-27_22:56:18,0.35155675139242026,20.0
2019-10-27_22:56:28,0.33312080303832436,0.0
2019-10-27_22:56:58,0.32423613644371363,0.0
2019-10-27_22:57:28,0.34293965647083047,0.0
2019-10-27_22:57:58,0.32250936882118486,0.0
2019-10-27_22:58:28,0.33941828835957955,0.0
2019-10-27_22:59:18,0.35396648806317677,20.0
2019-10-27_22:59:48,0.35955835893969157,20.0
2019-10-27_22:59:58,0.3398704876030343,0.0
2019-10-27_23:00:28,0.34370914133506636,0.0
2019-10-27_23:00:58,0.3447948812753885,0.0